campaign_id,channel,budget,impressions,clicks,conversions,cost_per_click,roi
1233,Instagram Ads,432,6232,332,42,1.7,2.0
1234,LinkedIn Ads,433,6233,333,43,1.8,2.1
1235,Twitter Ads,434,6234,334,44,1.9,2.2
1236,Google Ads,435,6235,335,45,1.5,2.3
1237,Facebook Ads,436,6236,336,46,1.6,2.4
1238,Instagram Ads,437,6237,337,47,1.7,2.5
1239,LinkedIn Ads,438,6238,338,48,1.8,2.6
1240,Twitter Ads,439,6239,339,49,1.9,2.7
1241,Google Ads,440,6240,340,50,1.5,1.8
1242,Facebook Ads,441,6241,341,51,1.6,1.9
1243,Instagram Ads,442,6242,342,52,1.7,2.0
1244,LinkedIn Ads,443,6243,343,53,1.8,2.1
1245,Twitter Ads,444,6244,344,54,1.9,2.2
1246,Google Ads,445,6245,345,55,1.5,2.3
1247,Facebook Ads,446,6246,346,56,1.6,2.4
1248,Instagram Ads,447,6247,347,57,1.7,2.5
1249,LinkedIn Ads,448,6248,348,58,1.8,2.6
1250,Twitter Ads,449,6249,349,59,1.9,2.7
1251,Google Ads,450,6250,350,10,1.5,1.8
1252,Facebook Ads,451,6251,351,11,1.6,1.9
1253,Instagram Ads,452,6252,352,12,1.7,2.0
1254,LinkedIn Ads,453,6253,353,13,1.8,2.1
1255,Twitter Ads,454,6254,354,14,1.9,2.2
1256,Google Ads,455,6255,355,15,1.5,2.3
1257,Facebook Ads,456,6256,356,16,1.6,2.4
1258,Instagram Ads,457,6257,357,17,1.7,2.5
1259,LinkedIn Ads,458,6258,358,18,1.8,2.6
1260,Twitter Ads,459,6259,359,19,1.9,2.7
1261,Google Ads,460,6260,360,20,1.5,1.8
1262,Facebook Ads,461,6261,361,21,1.6,1.9
1263,Instagram Ads,462,6262,362,22,1.7,2.0
1264,LinkedIn Ads,463,6263,363,23,1.8,2.1
1265,Twitter Ads,464,6264,364,24,1.9,2.2
1266,Google Ads,465,6265,365,25,1.5,2.3
1267,Facebook Ads,466,6266,366,26,1.6,2.4
1268,Instagram Ads,467,6267,367,27,1.7,2.5
1269,LinkedIn Ads,468,6268,368,28,1.8,2.6
1270,Twitter Ads,469,6269,369,29,1.9,2.7
1271,Google Ads,470,6270,370,30,1.5,1.8
1272,Facebook Ads,471,6271,371,31,1.6,1.9
1273,Instagram Ads,472,6272,372,32,1.7,2.0
1274,LinkedIn Ads,473,6273,373,33,1.8,2.1
1275,Twitter Ads,474,6274,374,34,1.9,2.2
1276,Google Ads,475,6275,375,35,1.5,2.3
1277,Facebook Ads,476,6276,376,36,1.6,2.4
1278,Instagram Ads,477,6277,377,37,1.7,2.5
1279,LinkedIn Ads,478,6278,378,38,1.8,2.6
1280,Twitter Ads,479,6279,379,39,1.9,2.7
1281,Google Ads,480,6280,380,40,1.5,1.8
1282,Facebook Ads,481,6281,381,41,1.6,1.9
1283,Instagram Ads,482,6282,382,42,1.7,2.0
1284,LinkedIn Ads,483,6283,383,43,1.8,2.1
1285,Twitter Ads,484,6284,384,44,1.9,2.2
1286,Google Ads,485,6285,385,45,1.5,2.3
1287,Facebook Ads,486,6286,386,46,1.6,2.4
1288,Instagram Ads,487,6287,387,47,1.7,2.5
1289,LinkedIn Ads,488,6288,388,48,1.8,2.6
1290,Twitter Ads,489,6289,389,49,1.9,2.7
1291,Google Ads,490,6290,390,50,1.5,1.8
1292,Facebook Ads,491,6291,391,51,1.6,1.9
1293,Instagram Ads,492,6292,392,52,1.7,2.0
1294,LinkedIn Ads,493,6293,393,53,1.8,2.1
1295,Twitter Ads,494,6294,394,54,1.9,2.2
1296,Google Ads,495,6295,395,55,1.5,2.3
1297,Facebook Ads,496,6296,396,56,1.6,2.4
1298,Instagram Ads,497,6297,397,57,1.7,2.5
1299,LinkedIn Ads,498,6298,398,58,1.8,2.6
1300,Twitter Ads,499,6299,399,59,1.9,2.7
1301,Google Ads,500,6300,400,10,1.5,1.8
1302,Facebook Ads,501,6301,401,11,1.6,1.9
1303,Instagram Ads,502,6302,402,12,1.7,2.0
1304,LinkedIn Ads,503,6303,403,13,1.8,2.1
1305,Twitter Ads,504,6304,404,14,1.9,2.2
1306,Google Ads,505,6305,405,15,1.5,2.3
1307,Facebook Ads,506,6306,406,16,1.6,2.4
1308,Instagram Ads,507,6307,407,17,1.7,2.5
1309,LinkedIn Ads,508,6308,408,18,1.8,2.6
1310,Twitter Ads,509,6309,409,19,1.9,2.7
1311,Google Ads,510,6310,410,20,1.5,1.8
1312,Facebook Ads,511,6311,411,21,1.6,1.9
1313,Instagram Ads,512,6312,412,22,1.7,2.0
1314,LinkedIn Ads,513,6313,413,23,1.8,2.1
1315,Twitter Ads,514,6314,414,24,1.9,2.2
1316,Google Ads,515,6315,415,25,1.5,2.3
1317,Facebook Ads,516,6316,416,26,1.6,2.4
1318,Instagram Ads,517,6317,417,27,1.7,2.5
1319,LinkedIn Ads,518,6318,418,28,1.8,2.6
1320,Twitter Ads,519,6319,419,29,1.9,2.7
1321,Google Ads,520,6320,420,30,1.5,1.8
1322,Facebook Ads,521,6321,421,31,1.6,1.9
1323,Instagram Ads,522,6322,422,32,1.7,2.0
1324,LinkedIn Ads,523,6323,423,33,1.8,2.1
1325,Twitter Ads,524,6324,424,34,1.9,2.2
1326,Google Ads,525,6325,425,35,1.5,2.3
1327,Facebook Ads,526,6326,426,36,1.6,2.4
1328,Instagram Ads,527,6327,427,37,1.7,2.5
1329,LinkedIn Ads,528,6328,428,38,1.8,2.6
1330,Twitter Ads,529,6329,429,39,1.9,2.7
1331,Google Ads,530,6330,430,40,1.5,1.8
1332,Facebook Ads,531,6331,431,41,1.6,1.9
1333,Instagram Ads,532,6332,432,42,1.7,2.0
1334,LinkedIn Ads,533,6333,433,43,1.8,2.1
1335,Twitter Ads,534,6334,434,44,1.9,2.2
1336,Google Ads,535,6335,435,45,1.5,2.3
1337,Facebook Ads,536,6336,436,46,1.6,2.4
1338,Instagram Ads,537,6337,437,47,1.7,2.5
1339,LinkedIn Ads,538,6338,438,48,1.8,2.6
1340,Twitter Ads,539,6339,439,49,1.9,2.7
1341,Google Ads,540,6340,440,50,1.5,1.8
1342,Facebook Ads,541,6341,441,51,1.6,1.9
1343,Instagram Ads,542,6342,442,52,1.7,2.0
1344,LinkedIn Ads,543,6343,443,53,1.8,2.1
1345,Twitter Ads,544,6344,444,54,1.9,2.2
1346,Google Ads,545,6345,445,55,1.5,2.3
1347,Facebook Ads,546,6346,446,56,1.6,2.4
1348,Instagram Ads,547,6347,447,57,1.7,2.5
1349,LinkedIn Ads,548,6348,448,58,1.8,2.6
1350,Twitter Ads,549,6349,449,59,1.9,2.7
1351,Google Ads,550,6350,450,10,1.5,1.8
1352,Facebook Ads,551,6351,451,11,1.6,1.9
1353,Instagram Ads,552,6352,452,12,1.7,2.0
1354,LinkedIn Ads,553,6353,453,13,1.8,2.1
1355,Twitter Ads,554,6354,454,14,1.9,2.2
1356,Google Ads,555,6355,455,15,1.5,2.3
1357,Facebook Ads,556,6356,456,16,1.6,2.4
1358,Instagram Ads,557,6357,457,17,1.7,2.5
1359,LinkedIn Ads,558,6358,458,18,1.8,2.6
1360,Twitter Ads,559,6359,459,19,1.9,2.7
1361,Google Ads,560,6360,460,20,1.5,1.8
1362,Facebook Ads,561,6361,461,21,1.6,1.9
1363,Instagram Ads,562,6362,462,22,1.7,2.0
1364,LinkedIn Ads,563,6363,463,23,1.8,2.1
1365,Twitter Ads,564,6364,464,24,1.9,2.2
1366,Google Ads,565,6365,465,25,1.5,2.3
1367,Facebook Ads,566,6366,466,26,1.6,2.4
1368,Instagram Ads,567,6367,467,27,1.7,2.5
1369,LinkedIn Ads,568,6368,468,28,1.8,2.6
1370,Twitter Ads,569,6369,469,29,1.9,2.7
1371,Google Ads,570,6370,470,30,1.5,1.8
1372,Facebook Ads,571,6371,471,31,1.6,1.9
1373,Instagram Ads,572,6372,472,32,1.7,2.0
1374,LinkedIn Ads,573,6373,473,33,1.8,2.1
1375,Twitter Ads,574,6374,474,34,1.9,2.2
1376,Google Ads,575,6375,475,35,1.5,2.3
1377,Facebook Ads,576,6376,476,36,1.6,2.4
1378,Instagram Ads,577,6377,477,37,1.7,2.5
1379,LinkedIn Ads,578,6378,478,38,1.8,2.6
1380,Twitter Ads,579,6379,479,39,1.9,2.7
1381,Google Ads,580,6380,480,40,1.5,1.8
1382,Facebook Ads,581,6381,481,41,1.6,1.9
1383,Instagram Ads,582,6382,482,42,1.7,2.0
1384,LinkedIn Ads,583,6383,483,43,1.8,2.1
1385,Twitter Ads,584,6384,484,44,1.9,2.2
1386,Google Ads,585,6385,485,45,1.5,2.3
1387,Facebook Ads,586,6386,486,46,1.6,2.4
1388,Instagram Ads,587,6387,487,47,1.7,2.5
1389,LinkedIn Ads,588,6388,488,48,1.8,2.6
1390,Twitter Ads,589,6389,489,49,1.9,2.7
1391,Google Ads,590,6390,490,50,1.5,1.8
1392,Facebook Ads,591,6391,491,51,1.6,1.9
1393,Instagram Ads,592,6392,492,52,1.7,2.0
1394,LinkedIn Ads,593,6393,493,53,1.8,2.1
1395,Twitter Ads,594,6394,494,54,1.9,2.2
1396,Google Ads,595,6395,495,55,1.5,2.3
1397,Facebook Ads,596,6396,496,56,1.6,2.4
1398,Instagram Ads,597,6397,497,57,1.7,2.5
1399,LinkedIn Ads,598,6398,498,58,1.8,2.6
1400,Twitter Ads,599,6399,499,59,1.9,2.7
1401,Google Ads,600,6400,500,10,1.5,1.8
1402,Facebook Ads,601,6401,501,11,1.6,1.9
1403,Instagram Ads,602,6402,502,12,1.7,2.0
1404,LinkedIn Ads,603,6403,503,13,1.8,2.1
1405,Twitter Ads,604,6404,504,14,1.9,2.2
1406,Google Ads,605,6405,505,15,1.5,2.3
1407,Facebook Ads,606,6406,506,16,1.6,2.4
1408,Instagram Ads,607,6407,507,17,1.7,2.5
1409,LinkedIn Ads,608,6408,508,18,1.8,2.6
1410,Twitter Ads,609,6409,509,19,1.9,2.7
1411,Google Ads,610,6410,510,20,1.5,1.8
1412,Facebook Ads,611,6411,511,21,1.6,1.9
1413,Instagram Ads,612,6412,512,22,1.7,2.0
1414,LinkedIn Ads,613,6413,513,23,1.8,2.1
1415,Twitter Ads,614,6414,514,24,1.9,2.2
1416,Google Ads,615,6415,515,25,1.5,2.3
1417,Facebook Ads,616,6416,516,26,1.6,2.4
1418,Instagram Ads,617,6417,517,27,1.7,2.5
1419,LinkedIn Ads,618,6418,518,28,1.8,2.6
1420,Twitter Ads,619,6419,519,29,1.9,2.7
1421,Google Ads,620,6420,520,30,1.5,1.8
1422,Facebook Ads,621,6421,521,31,1.6,1.9
1423,Instagram Ads,622,6422,522,32,1.7,2.0
1424,LinkedIn Ads,623,6423,523,33,1.8,2.1
1425,Twitter Ads,624,6424,524,34,1.9,2.2
1426,Google Ads,625,6425,525,35,1.5,2.3
1427,Facebook Ads,626,6426,526,36,1.6,2.4
1428,Instagram Ads,627,6427,527,37,1.7,2.5
1429,LinkedIn Ads,628,6428,528,38,1.8,2.6
1430,Twitter Ads,629,6429,529,39,1.9,2.7
1431,Google Ads,630,6430,530,40,1.5,1.8
1432,Facebook Ads,631,6431,531,41,1.6,1.9
1433,Instagram Ads,632,6432,532,42,1.7,2.0
1434,LinkedIn Ads,633,6433,533,43,1.8,2.1
1435,Twitter Ads,634,6434,534,44,1.9,2.2
1436,Google Ads,635,6435,535,45,1.5,2.3
1437,Facebook Ads,636,6436,536,46,1.6,2.4
1438,Instagram Ads,637,6437,537,47,1.7,2.5
1439,LinkedIn Ads,638,6438,538,48,1.8,2.6
1440,Twitter Ads,639,6439,539,49,1.9,2.7
1441,Google Ads,640,6440,540,50,1.5,1.8
1442,Facebook Ads,641,6441,541,51,1.6,1.9
1443,Instagram Ads,642,6442,542,52,1.7,2.0
1444,LinkedIn Ads,643,6443,543,53,1.8,2.1
1445,Twitter Ads,644,6444,544,54,1.9,2.2
1446,Google Ads,645,6445,545,55,1.5,2.3
1447,Facebook Ads,646,6446,546,56,1.6,2.4
1448,Instagram Ads,647,6447,547,57,1.7,2.5
1449,LinkedIn Ads,648,6448,548,58,1.8,2.6
1450,Twitter Ads,649,6449,549,59,1.9,2.7
1451,Google Ads,650,6450,550,10,1.5,1.8
1452,Facebook Ads,651,6451,551,11,1.6,1.9
1453,Instagram Ads,652,6452,552,12,1.7,2.0
1454,LinkedIn Ads,653,6453,553,13,1.8,2.1
1455,Twitter Ads,654,6454,554,14,1.9,2.2
1456,Google Ads,655,6455,555,15,1.5,2.3
1457,Facebook Ads,656,6456,556,16,1.6,2.4
1458,Instagram Ads,657,6457,557,17,1.7,2.5
1459,LinkedIn Ads,658,6458,558,18,1.8,2.6
1460,Twitter Ads,659,6459,559,19,1.9,2.7
1461,Google Ads,660,6460,560,20,1.5,1.8
1462,Facebook Ads,661,6461,561,21,1.6,1.9
1463,Instagram Ads,662,6462,562,22,1.7,2.0
1464,LinkedIn Ads,663,6463,563,23,1.8,2.1
1465,Twitter Ads,664,6464,564,24,1.9,2.2
1466,Google Ads,665,6465,565,25,1.5,2.3
1467,Facebook Ads,666,6466,566,26,1.6,2.4
1468,Instagram Ads,667,6467,567,27,1.7,2.5
1469,LinkedIn Ads,668,6468,568,28,1.8,2.6
1470,Twitter Ads,669,6469,569,29,1.9,2.7
1471,Google Ads,670,6470,570,30,1.5,1.8
1472,Facebook Ads,671,6471,571,31,1.6,1.9
1473,Instagram Ads,672,6472,572,32,1.7,2.0
1474,LinkedIn Ads,673,6473,573,33,1.8,2.1
1475,Twitter Ads,674,6474,574,34,1.9,2.2
1476,Google Ads,675,6475,575,35,1.5,2.3
1477,Facebook Ads,676,6476,576,36,1.6,2.4
1478,Instagram Ads,677,6477,577,37,1.7,2.5
1479,LinkedIn Ads,678,6478,578,38,1.8,2.6
1480,Twitter Ads,679,6479,579,39,1.9,2.7
1481,Google Ads,680,6480,580,40,1.5,1.8
1482,Facebook Ads,681,6481,581,41,1.6,1.9
1483,Instagram Ads,682,6482,582,42,1.7,2.0
1484,LinkedIn Ads,683,6483,583,43,1.8,2.1
1485,Twitter Ads,684,6484,584,44,1.9,2.2
1486,Google Ads,685,6485,585,45,1.5,2.3
1487,Facebook Ads,686,6486,586,46,1.6,2.4
1488,Instagram Ads,687,6487,587,47,1.7,2.5
1489,LinkedIn Ads,688,6488,588,48,1.8,2.6
1490,Twitter Ads,689,6489,589,49,1.9,2.7
1491,Google Ads,690,6490,590,50,1.5,1.8
1492,Facebook Ads,691,6491,591,51,1.6,1.9
1493,Instagram Ads,692,6492,592,52,1.7,2.0
1494,LinkedIn Ads,693,6493,593,53,1.8,2.1
1495,Twitter Ads,694,6494,594,54,1.9,2.2
1496,Google Ads,695,6495,595,55,1.5,2.3
1497,Facebook Ads,696,6496,596,56,1.6,2.4
1498,Instagram Ads,697,6497,597,57,1.7,2.5
1499,LinkedIn Ads,698,6498,598,58,1.8,2.6
1500,Twitter Ads,699,6499,599,59,1.9,2.7
1501,Google Ads,200,6500,100,10,1.5,1.8
1502,Facebook Ads,201,6501,101,11,1.6,1.9
1503,Instagram Ads,202,6502,102,12,1.7,2.0
1504,LinkedIn Ads,203,6503,103,13,1.8,2.1
1505,Twitter Ads,204,6504,104,14,1.9,2.2
1506,Google Ads,205,6505,105,15,1.5,2.3
1507,Facebook Ads,206,6506,106,16,1.6,2.4
1508,Instagram Ads,207,6507,107,17,1.7,2.5
1509,LinkedIn Ads,208,6508,108,18,1.8,2.6
1510,Twitter Ads,209,6509,109,19,1.9,2.7
1511,Google Ads,210,6510,110,20,1.5,1.8
1512,Facebook Ads,211,6511,111,21,1.6,1.9
1513,Instagram Ads,212,6512,112,22,1.7,2.0
1514,LinkedIn Ads,213,6513,113,23,1.8,2.1
1515,Twitter Ads,214,6514,114,24,1.9,2.2
1516,Google Ads,215,6515,115,25,1.5,2.3
1517,Facebook Ads,216,6516,116,26,1.6,2.4
1518,Instagram Ads,217,6517,117,27,1.7,2.5
1519,LinkedIn Ads,218,6518,118,28,1.8,2.6
1520,Twitter Ads,219,6519,119,29,1.9,2.7
1521,Google Ads,220,6520,120,30,1.5,1.8
1522,Facebook Ads,221,6521,121,31,1.6,1.9
1523,Instagram Ads,222,6522,122,32,1.7,2.0
1524,LinkedIn Ads,223,6523,123,33,1.8,2.1
1525,Twitter Ads,224,6524,124,34,1.9,2.2
1526,Google Ads,225,6525,125,35,1.5,2.3
1527,Facebook Ads,226,6526,126,36,1.6,2.4
1528,Instagram Ads,227,6527,127,37,1.7,2.5
1529,LinkedIn Ads,228,6528,128,38,1.8,2.6
1530,Twitter Ads,229,6529,129,39,1.9,2.7
1531,Google Ads,230,6530,130,40,1.5,1.8
1532,Facebook Ads,231,6531,131,41,1.6,1.9
1533,Instagram Ads,232,6532,132,42,1.7,2.0
1534,LinkedIn Ads,233,6533,133,43,1.8,2.1
1535,Twitter Ads,234,6534,134,44,1.9,2.2
1536,Google Ads,235,6535,135,45,1.5,2.3
1537,Facebook Ads,236,6536,136,46,1.6,2.4
1538,Instagram Ads,237,6537,137,47,1.7,2.5
1539,LinkedIn Ads,238,6538,138,48,1.8,2.6
1540,Twitter Ads,239,6539,139,49,1.9,2.7
1541,Google Ads,240,6540,140,50,1.5,1.8
1542,Facebook Ads,241,6541,141,51,1.6,1.9
1543,Instagram Ads,242,6542,142,52,1.7,2.0
1544,LinkedIn Ads,243,6543,143,53,1.8,2.1
1545,Twitter Ads,244,6544,144,54,1.9,2.2
1546,Google Ads,245,6545,145,55,1.5,2.3
1547,Facebook Ads,246,6546,146,56,1.6,2.4
1548,Instagram Ads,247,6547,147,57,1.7,2.5
1549,LinkedIn Ads,248,6548,148,58,1.8,2.6
1550,Twitter Ads,249,6549,149,59,1.9,2.7
1551,Google Ads,250,6550,150,10,1.5,1.8
1552,Facebook Ads,251,6551,151,11,1.6,1.9
1553,Instagram Ads,252,6552,152,12,1.7,2.0
1554,LinkedIn Ads,253,6553,153,13,1.8,2.1
1555,Twitter Ads,254,6554,154,14,1.9,2.2
1556,Google Ads,255,6555,155,15,1.5,2.3
1557,Facebook Ads,256,6556,156,16,1.6,2.4
1558,Instagram Ads,257,6557,157,17,1.7,2.5
1559,LinkedIn Ads,258,6558,158,18,1.8,2.6
1560,Twitter Ads,259,6559,159,19,1.9,2.7
1561,Google Ads,260,6560,160,20,1.5,1.8
1562,Facebook Ads,261,6561,161,21,1.6,1.9
1563,Instagram Ads,262,6562,162,22,1.7,2.0
1564,LinkedIn Ads,263,6563,163,23,1.8,2.1
1565,Twitter Ads,264,6564,164,24,1.9,2.2
1566,Google Ads,265,6565,165,25,1.5,2.3
1567,Facebook Ads,266,6566,166,26,1.6,2.4
1568,Instagram Ads,267,6567,167,27,1.7,2.5
1569,LinkedIn Ads,268,6568,168,28,1.8,2.6
1570,Twitter Ads,269,6569,169,29,1.9,2.7
1571,Google Ads,270,6570,170,30,1.5,1.8
1572,Facebook Ads,271,6571,171,31,1.6,1.9
1573,Instagram Ads,272,6572,172,32,1.7,2.0
1574,LinkedIn Ads,273,6573,173,33,1.8,2.1
1575,Twitter Ads,274,6574,174,34,1.9,2.2
1576,Google Ads,275,6575,175,35,1.5,2.3
1577,Facebook Ads,276,6576,176,36,1.6,2.4
1578,Instagram Ads,277,6577,177,37,1.7,2.5
1579,LinkedIn Ads,278,6578,178,38,1.8,2.6
1580,Twitter Ads,279,6579,179,39,1.9,2.7
1581,Google Ads,280,6580,180,40,1.5,1.8
1582,Facebook Ads,281,6581,181,41,1.6,1.9
1583,Instagram Ads,282,6582,182,42,1.7,2.0
1584,LinkedIn Ads,283,6583,183,43,1.8,2.1
1585,Twitter Ads,284,6584,184,44,1.9,2.2
1586,Google Ads,285,6585,185,45,1.5,2.3
1587,Facebook Ads,286,6586,186,46,1.6,2.4
1588,Instagram Ads,287,6587,187,47,1.7,2.5
1589,LinkedIn Ads,288,6588,188,48,1.8,2.6
1590,Twitter Ads,289,6589,189,49,1.9,2.7
1591,Google Ads,290,6590,190,50,1.5,1.8
1592,Facebook Ads,291,6591,191,51,1.6,1.9
1593,Instagram Ads,292,6592,192,52,1.7,2.0
1594,LinkedIn Ads,293,6593,193,53,1.8,2.1
1595,Twitter Ads,294,6594,194,54,1.9,2.2
1596,Google Ads,295,6595,195,55,1.5,2.3
1597,Facebook Ads,296,6596,196,56,1.6,2.4
1598,Instagram Ads,297,6597,197,57,1.7,2.5
1599,LinkedIn Ads,298,6598,198,58,1.8,2.6
1600,Twitter Ads,299,6599,199,59,1.9,2.7
1601,Google Ads,300,6600,200,10,1.5,1.8
1602,Facebook Ads,301,6601,201,11,1.6,1.9
1603,Instagram Ads,302,6602,202,12,1.7,2.0
1604,LinkedIn Ads,303,6603,203,13,1.8,2.1
1605,Twitter Ads,304,6604,204,14,1.9,2.2
1606,Google Ads,305,6605,205,15,1.5,2.3
1607,Facebook Ads,306,6606,206,16,1.6,2.4
1608,Instagram Ads,307,6607,207,17,1.7,2.5
1609,LinkedIn Ads,308,6608,208,18,1.8,2.6
1610,Twitter Ads,309,6609,209,19,1.9,2.7
1611,Google Ads,310,6610,210,20,1.5,1.8
1612,Facebook Ads,311,6611,211,21,1.6,1.9
1613,Instagram Ads,312,6612,212,22,1.7,2.0
1614,LinkedIn Ads,313,6613,213,23,1.8,2.1
1615,Twitter Ads,314,6614,214,24,1.9,2.2
1616,Google Ads,315,6615,215,25,1.5,2.3
1617,Facebook Ads,316,6616,216,26,1.6,2.4
1618,Instagram Ads,317,6617,217,27,1.7,2.5
1619,LinkedIn Ads,318,6618,218,28,1.8,2.6
1620,Twitter Ads,319,6619,219,29,1.9,2.7
1621,Google Ads,320,6620,220,30,1.5,1.8
1622,Facebook Ads,321,6621,221,31,1.6,1.9
1623,Instagram Ads,322,6622,222,32,1.7,2.0
1624,LinkedIn Ads,323,6623,223,33,1.8,2.1
1625,Twitter Ads,324,6624,224,34,1.9,2.2
1626,Google Ads,325,6625,225,35,1.5,2.3
1627,Facebook Ads,326,6626,226,36,1.6,2.4
1628,Instagram Ads,327,6627,227,37,1.7,2.5
1629,LinkedIn Ads,328,6628,228,38,1.8,2.6
1630,Twitter Ads,329,6629,229,39,1.9,2.7
1631,Google Ads,330,6630,230,40,1.5,1.8
1632,Facebook Ads,331,6631,231,41,1.6,1.9
1633,Instagram Ads,332,6632,232,42,1.7,2.0
1634,LinkedIn Ads,333,6633,233,43,1.8,2.1
1635,Twitter Ads,334,6634,234,44,1.9,2.2
1636,Google Ads,335,6635,235,45,1.5,2.3
1637,Facebook Ads,336,6636,236,46,1.6,2.4
1638,Instagram Ads,337,6637,237,47,1.7,2.5
1639,LinkedIn Ads,338,6638,238,48,1.8,2.6
1640,Twitter Ads,339,6639,239,49,1.9,2.7
1641,Google Ads,340,6640,240,50,1.5,1.8
1642,Facebook Ads,341,6641,241,51,1.6,1.9
1643,Instagram Ads,342,6642,242,52,1.7,2.0
1644,LinkedIn Ads,343,6643,243,53,1.8,2.1
1645,Twitter Ads,344,6644,244,54,1.9,2.2
1646,Google Ads,345,6645,245,55,1.5,2.3
1647,Facebook Ads,346,6646,246,56,1.6,2.4
1648,Instagram Ads,347,6647,247,57,1.7,2.5
1649,LinkedIn Ads,348,6648,248,58,1.8,2.6
1650,Twitter Ads,349,6649,249,59,1.9,2.7
1651,Google Ads,350,6650,250,10,1.5,1.8
1652,Facebook Ads,351,6651,251,11,1.6,1.9
1653,Instagram Ads,352,6652,252,12,1.7,2.0
1654,LinkedIn Ads,353,6653,253,13,1.8,2.1
1655,Twitter Ads,354,6654,254,14,1.9,2.2
1656,Google Ads,355,6655,255,15,1.5,2.3
1657,Facebook Ads,356,6656,256,16,1.6,2.4
1658,Instagram Ads,357,6657,257,17,1.7,2.5
1659,LinkedIn Ads,358,6658,258,18,1.8,2.6
1660,Twitter Ads,359,6659,259,19,1.9,2.7
1661,Google Ads,360,6660,260,20,1.5,1.8
1662,Facebook Ads,361,6661,261,21,1.6,1.9
1663,Instagram Ads,362,6662,262,22,1.7,2.0
1664,LinkedIn Ads,363,6663,263,23,1.8,2.1
1665,Twitter Ads,364,6664,264,24,1.9,2.2
1666,Google Ads,365,6665,265,25,1.5,2.3
1667,Facebook Ads,366,6666,266,26,1.6,2.4
1668,Instagram Ads,367,6667,267,27,1.7,2.5
1669,LinkedIn Ads,368,6668,268,28,1.8,2.6
1670,Twitter Ads,369,6669,269,29,1.9,2.7
1671,Google Ads,370,6670,270,30,1.5,1.8
1672,Facebook Ads,371,6671,271,31,1.6,1.9
1673,Instagram Ads,372,6672,272,32,1.7,2.0
1674,LinkedIn Ads,373,6673,273,33,1.8,2.1
1675,Twitter Ads,374,6674,274,34,1.9,2.2
1676,Google Ads,375,6675,275,35,1.5,2.3
1677,Facebook Ads,376,6676,276,36,1.6,2.4
1678,Instagram Ads,377,6677,277,37,1.7,2.5
1679,LinkedIn Ads,378,6678,278,38,1.8,2.6
1680,Twitter Ads,379,6679,279,39,1.9,2.7
1681,Google Ads,380,6680,280,40,1.5,1.8
1682,Facebook Ads,381,6681,281,41,1.6,1.9
1683,Instagram Ads,382,6682,282,42,1.7,2.0
1684,LinkedIn Ads,383,6683,283,43,1.8,2.1
1685,Twitter Ads,384,6684,284,44,1.9,2.2
1686,Google Ads,385,6685,285,45,1.5,2.3
1687,Facebook Ads,386,6686,286,46,1.6,2.4
1688,Instagram Ads,387,6687,287,47,1.7,2.5
1689,LinkedIn Ads,388,6688,288,48,1.8,2.6
1690,Twitter Ads,389,6689,289,49,1.9,2.7
1691,Google Ads,390,6690,290,50,1.5,1.8
1692,Facebook Ads,391,6691,291,51,1.6,1.9
1693,Instagram Ads,392,6692,292,52,1.7,2.0
1694,LinkedIn Ads,393,6693,293,53,1.8,2.1
1695,Twitter Ads,394,6694,294,54,1.9,2.2
1696,Google Ads,395,6695,295,55,1.5,2.3
1697,Facebook Ads,396,6696,296,56,1.6,2.4
1698,Instagram Ads,397,6697,297,57,1.7,2.5
1699,LinkedIn Ads,398,6698,298,58,1.8,2.6
1700,Twitter Ads,399,6699,299,59,1.9,2.7
1701,Google Ads,400,6700,300,10,1.5,1.8
1702,Facebook Ads,401,6701,301,11,1.6,1.9
1703,Instagram Ads,402,6702,302,12,1.7,2.0
1704,LinkedIn Ads,403,6703,303,13,1.8,2.1
1705,Twitter Ads,404,6704,304,14,1.9,2.2
1706,Google Ads,405,6705,305,15,1.5,2.3
1707,Facebook Ads,406,6706,306,16,1.6,2.4
1708,Instagram Ads,407,6707,307,17,1.7,2.5
1709,LinkedIn Ads,408,6708,308,18,1.8,2.6
1710,Twitter Ads,409,6709,309,19,1.9,2.7
1711,Google Ads,410,6710,310,20,1.5,1.8
1712,Facebook Ads,411,6711,311,21,1.6,1.9
1713,Instagram Ads,412,6712,312,22,1.7,2.0
1714,LinkedIn Ads,413,6713,313,23,1.8,2.1
1715,Twitter Ads,414,6714,314,24,1.9,2.2
1716,Google Ads,415,6715,315,25,1.5,2.3
1717,Facebook Ads,416,6716,316,26,1.6,2.4
1718,Instagram Ads,417,6717,317,27,1.7,2.5
1719,LinkedIn Ads,418,6718,318,28,1.8,2.6
1720,Twitter Ads,419,6719,319,29,1.9,2.7
1721,Google Ads,420,6720,320,30,1.5,1.8
1722,Facebook Ads,421,6721,321,31,1.6,1.9
1723,Instagram Ads,422,6722,322,32,1.7,2.0
1724,LinkedIn Ads,423,6723,323,33,1.8,2.1
1725,Twitter Ads,424,6724,324,34,1.9,2.2
1726,Google Ads,425,6725,325,35,1.5,2.3
1727,Facebook Ads,426,6726,326,36,1.6,2.4
1728,Instagram Ads,427,6727,327,37,1.7,2.5
1729,LinkedIn Ads,428,6728,328,38,1.8,2.6
1730,Twitter Ads,429,6729,329,39,1.9,2.7
